0	 1.000	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 1
0	 0.600	 0	 0	 0	 0	 0	 0
1	 0.600	 8	 0	 5	 0	 1	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 0	 5	 0	 1	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.150	 5	 0	 3	 0	 0	 0
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 0	 5	 0	 1	 1
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 0
2	 0.300	 5	 0	 5	 0	 1	 0
2	 0.300	 5	 0	 3	 0	 0	 0
1	 0.300	 5	 0	 3	 0	 0	 1
1	 0.300	 5	 1	 5	 5	 0	 1
1	 0.300	 5	 0	 3	 0	 0	 1
0	 0.600	 0	 0	 0	 0	 0	 0
0	 0.600	 0	 0	 0	 0	 0	 0
-1	 0.600	 0	 0	 0	 0	 0	 0
